Servicedescription;Totalsales;Giorni Prenotazione;Compagnia;Travel From;Travel To;Tipoviaggio
Hotel;-482,4;4;BEST WESTERN ART DEC;ROMA;ROMA;No_Tipoviaggio
Hotel;88,5;1;DUE COLONNE;CAGLIARI;CAGLIARI;No_Tipoviaggio
Hotel;92,56;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;72,98;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;79;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Auto;130,39;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;113,42;2;LIDO MILAN;MILANO;MILANO;No_Tipoviaggio
Hotel;113,42;2;LIDO MILAN;MILANO;MILANO;No_Tipoviaggio
Hotel;-113,42;2;LIDO MILAN;MILANO;MILANO;No_Tipoviaggio
Hotel;70;1;CONTINENTAL TREVISO;TREVISO;TREVISO;No_Tipoviaggio
Hotel;81,88;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;70,31;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;75;1;GRAND HOTEL SOLE;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Auto;74,41;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;65;1;ETRUSCAN CHOCOHOTEL;PERUGIA;PERUGIA;No_Tipoviaggio
Hotel;238,44;4;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;177,66;3;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;158;2;PARK HOTEL SABINA;MAGLIANO SABINA;MAGLIANO SABINA;No_Tipoviaggio
Hotel;363,6;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;525;7;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;542;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;76,5;1;EXE DOMUS AUREA;ROMA;ROMA;No_Tipoviaggio
Hotel;170,92;2;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;133;2;ALBERGO EDERA;BASELGA DI PINE;BASELGA DI PINE;No_Tipoviaggio
Hotel;377,12;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;360;4;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;300;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;542;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;377,12;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;372;4;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;600;8;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;542;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;188;2;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;57,2;1;B&B HOTEL MILANO MON;MONZA;MONZA;No_Tipoviaggio
Hotel;-50;1;B&B HOTEL MILANO MON;MONZA;MONZA;No_Tipoviaggio
Hotel;65;1;ETRUSCAN CHOCOHOTEL;PERUGIA;PERUGIA;No_Tipoviaggio
Hotel;125,5;2;ETRUSCAN CHOCOHOTEL;PERUGIA;PERUGIA;No_Tipoviaggio
Hotel;133;2;ALBERGO EDERA;BASELGA DI PINE;BASELGA DI PINE;No_Tipoviaggio
Hotel;134;1;BEST WESTERN HOTEL G;FORLI;FORLI;No_Tipoviaggio
Hotel;377,12;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;360;4;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;300;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;542;4;BEST WESTERN PLUS TO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;169,95;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;103;1;BEST WESTERN GENIO;TORINO;TORINO;No_Tipoviaggio
Auto;155,73;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;65;1;ASHLEY;LAMEZIA TERME;LAMEZIA TERME;No_Tipoviaggio
Hotel;45,4;1;SAN GIUSTO;ROMA;ROMA;No_Tipoviaggio
Hotel;45,65;1;SAN GIUSTO;ROMA;ROMA;No_Tipoviaggio
Hotel;65;1;SAN GIUSTO;ROMA;ROMA;No_Tipoviaggio
Hotel;72,98;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;69,9;1;IDEA HOTEL ROMA NOME;ROMA;ROMA;No_Tipoviaggio
Hotel;120;1;CASCINA SCOVA RESORT;PAVIA;PAVIA;No_Tipoviaggio
Hotel;67;1;PALAZZO NOVELLO;MONTICHIARI;MONTICHIARI;No_Tipoviaggio
Hotel;44,1;1;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Hotel;104,25;1;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;-521,25;5;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;408;4;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;73;1;BLU;COLLEGNO;COLLEGNO;No_Tipoviaggio
Hotel;-73;1;BLU;COLLEGNO;COLLEGNO;No_Tipoviaggio
Hotel;75;1;HOTEL SOLE;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Hotel;-75;1;HOTEL SOLE;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Auto;166,93;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;104,25;1;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;-521,25;5;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;107;1;NH SAVONA DARSENA;SAVONA;SAVONA;No_Tipoviaggio
Hotel;330;3;BEST WESTERN HOTEL G;FORLI;FORLI;No_Tipoviaggio
Hotel;372;4;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;222;3;BEST WESTERN LA PERL;CASTELVOLTURNO;CASTELVOLTURNO;No_Tipoviaggio
Hotel;75;1;PARK HOTEL CHIANTI;TAVARNELLE VAL;TAVARNELLE VAL;No_Tipoviaggio
Hotel;225;3;HOTEL SOLE;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Hotel;225;3;HOTEL SOLE;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Hotel;225;3;HOTEL SOLE;LAMPEDUSA;LAMPEDUSA;No_Tipoviaggio
Auto;101,64;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;99,99;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;104,25;1;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;-521,25;5;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;75;1;RELAIS RIDOLA RESIDE;MATERA;MATERA;No_Tipoviaggio
Hotel;44,1;1;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Hotel;93,1;2;SPACE REGIO HOTEL MA;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Hotel;69;1;IH HOTEL ROMA Z3;ROMA;ROMA;No_Tipoviaggio
Hotel;85;1;ANTONY;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;75;1;PETRARCA;MONTEGROTTO TER;MONTEGROTTO TER;No_Tipoviaggio
Hotel;104,25;1;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Hotel;-521,25;5;VENETO PALACE;ROMA;ROMA;No_Tipoviaggio
Auto;254,31;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;164;1;T HOTEL;CAGLIARI;CAGLIARI;No_Tipoviaggio
Hotel;372;4;REAL FINI BAIA DEL R;MODENA;MODENA;No_Tipoviaggio
Hotel;102,6;1;HOTEL GIOBERTI;ROMA;ROMA;No_Tipoviaggio
Hotel;198;2;MAGGIOR CONSIGLIO HO;TREVISO;TREVISO;No_Tipoviaggio
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;574,21;4;TK;FIUMICINO;KONYA;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;278,65;2;TK;KONYA;FIUMICINO;OW
Aereo;97;2;TK;KONYA;FIUMICINO;OW
Aereo;130,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;429,3;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;517,52;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;-1290;2;AF;PARIGI;CAYENNE;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;-132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;-927;2;AF;PARIGI;CAYENNE;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;278,65;2;TK;KONYA;FIUMICINO;OW
Aereo;500,61;4;AZ;CAGLIARI;NIZZA;RT
Aereo;696,61;4;AZ;CAGLIARI;NIZZA;RT
Aereo;308,36;2;YT;FIUMICINO;PARIGI;RT
Aereo;2224,69;2;AF;PARIGI;CAYENNE;RT
Aereo;224,66;1;AZ;FIUMICINO;MADRID;OW
Aereo;158,43;1;IB;MADRID;BRUXELLES;OW
Aereo;222,25;1;SN;BRUXELLES;FIUMICINO;OW
Aereo;73;1;SN;BRUXELLES;FIUMICINO;OW
Aereo;209,4;1;SN;BRUXELLES;FIUMICINO;OW
Aereo;-209,4;1;SN;BRUXELLES;FIUMICINO;OW
Aereo;212,46;2;FR;CAGLIARI;CIAMPINO;RT
Aereo;313,3;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;132,62;2;AZ;CAGLIARI;CAYENNE;RT
Aereo;318,36;2;YT;FIUMICINO;CAYENNE;RT
Aereo;-132,62;2;AZ;CAGLIARI;CAYENNE;RT
Aereo;137;2;YT;FIUMICINO;PARIGI;RT
Aereo;337,53;4;AZ;CAGLIARI;FIRENZE;RT
Aereo;74,83;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;60,7;1;FR;CAGLIARI;CIAMPINO;OW
Aereo;-531,84;2;SN;FIUMICINO;BRUXELLES;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;278,65;2;TK;KONYA;FIUMICINO;OW
Aereo;120;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;342,89;2;TK;KONYA;FIUMICINO;OW
Aereo;60;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;773,17;2;AZ;FIUMICINO;RIAD-RE KHALID;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;524,61;4;AZ;CAGLIARI;NIZZA;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;57,79;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;74,83;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;684,23;2;LH;FIUMICINO;MUNCHIN;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;579,3;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;508,52;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;453,71;4;AZ;CAGLIARI;PARIGI;RT
Aereo;369,66;1;AZ;FIUMICINO;TOLOUSE;OW
Aereo;501,63;2;LH;TOLOUSE;FIUMICINO;OW
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;508,65;2;TK;KONYA;FIUMICINO;OW
Aereo;574,21;4;TK;FIUMICINO;KONYA;RT
Aereo;348,04;2;AZ;FIUMICINO;TOLOUSE;RT
Aereo;57,79;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;435,06;2;AF;FIUMICINO;BORDEAUX;OW
Aereo;165,81;1;AF;BORDEAUX;PARIGI;OW
Aereo;312,37;2;AZ;PARIGI;CAGLIARI;OW
Aereo;714,3;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;551,45;2;LG;FIUMICINO;LUXEMGOURG;RT
Aereo;262,48;2;AZ;FIUMICINO;MALAGA;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;314,01;2;FR;PARMA;CAGLIARI;RT
Aereo;127,79;2;FR;PISA;CAGLIARI;RT
Aereo;385,57;2;FR;PISA;CAGLIARI;RT
Aereo;76,39;2;FR;PISA;CAGLIARI;RT
Aereo;404,06;2;AZ;FIUMICINO;CATANIA;RT
Aereo;144,03;2;AZ;CAGLIARI;MILANO;RT
Aereo;-144,03;2;AZ;CAGLIARI;MILANO;RT
Aereo;281;1;FR;CAGLIARI;BOLOGNA;OW
Aereo;483,3;2;SN;FIUMICINO;BRUXELLES;RT
Aereo;416,34;4;TK;FIUMICINO;ESENBOGA;RT
Aereo;428,52;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;335,38;1;AZ;TOLOUSE;FIUMICINO;OW
Aereo;660,84;4;AF;FIUMICINO;TOLOUSE;RT
Aereo;-335,38;1;AZ;TOLOUSE;FIUMICINO;OW
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;873,8;4;ET;FIUMICINO;MOMBASA;RT
Aereo;181,09;2;AZ;FIUMICINO;WARSAW;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;202,21;2;TK;FIUMICINO;ESENBOGA;OW
Aereo;246,91;2;LH;ESENBOGA;FIUMICINO;OW
Aereo;348,04;2;AZ;FIUMICINO;TOLOUSE;RT
Aereo;373,66;1;AZ;FIUMICINO;BRUXELLES;OW
Aereo;296,46;1;SN;BRUXELLES;FIUMICINO;OW
Aereo;211;1;SN;BRUXELLES;FIUMICINO;OW
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;74,83;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;164,74;2;AZ;CAGLIARI;CATANIA;OW
Aereo;185,23;1;AZ;CATANIA;FIUMICINO;OW
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;321,96;2;AZ;FIUMICINO;CATANIA;RT
Aereo;130,06;2;AZ;FIUMICINO;CATANIA;RT
Aereo;221,06;2;AZ;FIUMICINO;CATANIA;RT
Aereo;281,96;2;AZ;FIUMICINO;CATANIA;RT
Aereo;578,33;2;AZ;FIUMICINO;CASABLANCA;RT
Aereo;182,66;1;AZ;FIUMICINO;BERLIN;OW
Aereo;209,83;1;AZ;FIUMICINO;CATANIA;OW
Aereo;423,04;2;AZ;FIUMICINO;PALERMO;RT
Aereo;159,96;2;(W2;PALERMO;LAMPEDUSA;RT
Aereo;434,04;2;AZ;FIUMICINO;PALERMO;RT
Aereo;159,96;2;(W2;PALERMO;LAMPEDUSA;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;-130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;130,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;261,56;2;IB;FIUMICINO;SEVILLE;RT
Aereo;290,36;2;YT;FIUMICINO;PARIGI;RT
Aereo;261,6;2;AZ;FIUMICINO;FRANCOFORTE;RT
Aereo;261,56;2;IB;FIUMICINO;SEVILLE;RT
Aereo;773,17;2;AZ;FIUMICINO;RIAD-RE KHALID;RT
Aereo;392,31;2;EY;RIAD-RE KHALID;FIUMICINO;OW
Aereo;215,83;1;AZ;FIUMICINO;VERONA;OW
Aereo;82,95;1;AZ;TRIESTE;FIUMICINO;OW
Aereo;578,33;2;AZ;FIUMICINO;CASABLANCA;RT
Aereo;115,83;1;YT;FIUMICINO;LAMPEDUSA;OW
Aereo;163,21;1;AZ;PALERMO;FIUMICINO;OW
Aereo;370,32;2;AZ;FIUMICINO;LAMEZIA TERME;RT
Aereo;363,66;1;SN;FIUMICINO;BRUXELLES;OW
Aereo;325,64;1;AZ;BRUXELLES;FIUMICINO;OW
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;312,06;2;AZ;FIUMICINO;CATANIA;RT
Aereo;469,45;2;LG;FIUMICINO;LUXEMGOURG;RT
Aereo;73,83;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;125,83;1;AZ;FIUMICINO;PISA;OW
Aereo;477,58;2;TK;MOMBASA;FIUMICINO;OW
Aereo;422,64;3;ET;PISA;MOMBASA;No_Tipoviaggio
Aereo;696,04;4;AZ;BRINDISI;AMSTERDAM;RT
Aereo;947,65;1;AF;PARIGI;CAYENNE;OW
Aereo;275,46;2;IB;PORTO;FIUMICINO;OW
Aereo;86,99;1;FR;BARCELLONA;FIUMICINO;OW
Aereo;109,66;1;YT;FIUMICINO;BARCELLONA;OW
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;331,3;2;AZ;FIUMICINO;BRUXELLES;RT
Aereo;103,1;1;No_Compagnia;PARIGI;FIUMICINO;OW
Aereo;132,62;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;236,56;2;AZ;FIUMICINO;NIZZA;RT
Aereo;132,62;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;236,56;2;AZ;FIUMICINO;NIZZA;RT
Aereo;204,49;1;U2;FIUMICINO;BASILEA;OW
Aereo;518,76;2;KL;BASILEA;AMSTERDAM;No_Tipoviaggio
Aereo;856,84;2;AZ;FIUMICINO;BRINDISI;RT
Aereo;251,06;2;AZ;NAPOLI;ATENE;OW
Aereo;145,69;1;A3;ATENE;NAPOLI;OW
Aereo;441,45;2;LG;FIUMICINO;LUXEMGOURG;No_Tipoviaggio
Aereo;380,95;4;LH;LUXEMGOURG;FIUMICINO;RT
Aereo;311,45;2;LG;FIUMICINO;NIZZA;OW
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Hotel;307,55;5;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
Aereo;169,35;2;PC;FIUMICINO;KONYA;OW
Hotel;732,16;13;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Hotel;149;1;AUGUSTIN;BRUXELLES;BRUXELLES;No_Tipoviaggio
Hotel;-149;1;AUGUSTIN;BRUXELLES;BRUXELLES;No_Tipoviaggio
Aereo;25;3;AZ;CAGLIARI;VENEZIA;RT
Aereo;25;3;AZ;FIUMICINO;VENEZIA;No_Tipoviaggio
FFSS;111,6;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;111,6;1;FFSS;MILANO;ROMA;No_Tipoviaggio
Aereo;169,35;2;PC;FIUMICINO;KONYA;OW
Hotel;96,38;1;IBIS STYLES HYERES C;HYERES;HYERES;No_Tipoviaggio
Hotel;45;3;LA MALLE POSTE;ROCHEFORT;ROCHEFORT;No_Tipoviaggio
Hotel;-150;2;LA MALLE POSTE;ROCHEFORT;ROCHEFORT;No_Tipoviaggio
Hotel;123,5;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
FFSS;86,5;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;86,5;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;86,5;1;FFSS;MILANO;ROMA;No_Tipoviaggio
Hotel;92,5;1;EL PASAJE;MADRID;MADRID;No_Tipoviaggio
Hotel;85;1;LA MALLE POSTE;ROCHEFORT;ROCHEFORT;No_Tipoviaggio
Nave;52,52;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;102,4;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
Aereo;1273,34;2;TX;PARIGI;CAYENNE;RT
Hotel;-102,4;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
Hotel;96,7;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
Hotel;-96,7;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
Aereo;85;2;TX;PARIGI;CAYENNE;RT
FFSS;27,1;1;FFSS;ROMA;GROSSETO;No_Tipoviaggio
FFSS;26,9;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;23,9;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;48,5;1;FFSS;ROMA;SALERNO;No_Tipoviaggio
FFSS;54,2;1;FFSS;SALERNO;ROMA;No_Tipoviaggio
Aereo;169,35;2;PC;FIUMICINO;KONYA;OW
Hotel;732,16;13;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
Hotel;699,66;13;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
Hotel;325,12;5;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
Hotel;309,46;2;ALOFT RIYADH;RIYADH;RIYADH;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
Hotel;112,79;1;BEST WESTERN PLUS HY;HYERES;HYERES;No_Tipoviaggio
Hotel;184;2;IBIS ISTRESS TRIGANC;ISTRES;ISTRES;No_Tipoviaggio
Hotel;185,6;2;IBIS ISTRESS TRIGANC;ISTRES;ISTRES;No_Tipoviaggio
Hotel;-184;2;IBIS ISTRESS TRIGANC;ISTRES;ISTRES;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;4,8;1;FFSS;MILANO;COMO;No_Tipoviaggio
FFSS;74,9;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;7,2;1;FFSS;COMO;MILANO;No_Tipoviaggio
FFSS;122;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;53,2;1;FFSS;ROMA;SALERNO;No_Tipoviaggio
FFSS;53,2;1;FFSS;SALERNO;ROMA;No_Tipoviaggio
Aereo;354,78;2;FR;CIAMPINO;BUCAREST;RT
Hotel;53,1;1;BEST WESTERN PLUS BR;BUCHAREST;BUCHAREST;No_Tipoviaggio
Auto;-56,97;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Aereo;1296,34;2;TX;PARIGI;CAYENNE;RT
Hotel;102,25;1;IBIS ORLY AEROPORT;PARAY VIEILLE P;PARAY VIEILLE P;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;109,8;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;109,8;1;FFSS;MILANO;ROMA;No_Tipoviaggio
Hotel;252,84;2;MERCURE TOULOUSE SUD;TOULOUSE;TOULOUSE;No_Tipoviaggio
Aereo;169,35;2;PC;FIUMICINO;KONYA;OW
Hotel;333,6;6;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
Hotel;307,55;5;DEDEMAN KONYA AND CO;KONYA;KONYA;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;39,5;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;39,5;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;456;6;CITY;BYDGOSZCZ;BYDGOSZCZ;No_Tipoviaggio
Hotel;576;4;GOLF DU MEDOC & SPA;LE PIAN MEDOC;LE PIAN MEDOC;No_Tipoviaggio
Hotel;140,1;1;CROWNE PLAZA BRUSSEL;BRUXELLES;BRUXELLES;No_Tipoviaggio
Hotel;130,5;2;ARLON;MESSANCY;MESSANCY;No_Tipoviaggio
Hotel;70,55;1;NH CIUDAD DE ALMERIA;ALMERIA;ALMERIA;No_Tipoviaggio
Nave;196,42;0;No_Compagnia;No_Travel From;No_Travel To;No_Tipoviaggio
Aereo;210,98;2;FR;FIUMICINO;BRUXELLES;RT
Hotel;104,74;1;ATEL LA MADELEINE;BRUXELLES;BRUXELLES;No_Tipoviaggio
FFSS;115;1;FFSS;PARIGI;BRUXELLES;No_Tipoviaggio
FFSS;53,2;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;112;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;49,5;1;FFSS;MILANO;ROMA;No_Tipoviaggio
FFSS;49,5;1;FFSS;ROMA;MILANO;No_Tipoviaggio
FFSS;52,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;52,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;53,2;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
